__id;Geo Point;Geo Shape;gml_id;objectid;id_voie;nom_voie;code_insee;nom_commune;type;nom;domaine;surface;nb_pl;categorie;payant;handicape;commentaire;projet_final;tranche_icu;potentiel_photovoltaique;audiar_score_simple;planification
1632;48.15212814901174, -1.7132762741084353;"{""coordinates"": [[-1.713276274108435, 48.15212814901174]], ""type"": ""MultiPoint""}";v_parking.5808;5808;4726;Rue Jean Jaurès;35189;Montgermont;Parking usuel;;Public intercommunal;80;5;Moins de 50 places;Non;Non;bataille sur voie;Dérogation économique (score < 5);Inférieur à 3°;Non renseigné;;Non renseigné
1636;48.14960276100232, -1.6920896044396208;"{""coordinates"": [[-1.692089604439621, 48.14960276100232]], ""type"": ""MultiPoint""}";v_parking.6932;6932;6479;Rue de l'Odet;35278;Saint-Grégoire;Parking usuel;;Public intercommunal;270;10;Moins de 50 places;Non;Non;;Non renseigné;Non renseigné;Non renseigné;;Non renseigné
1638;48.21537924189701, -1.8946392185301193;"{""coordinates"": [[-1.894639218530119, 48.21537924189701]], ""type"": ""MultiPoint""}";v_parking.762;762;19534;Rue de Perronaye;35245;Romillé;Parking usuel;Rue de Perronnay;Public intercommunal;665;24;Moins de 50 places;Non;Oui;;Dérogation enjeu biodiversité;Non renseigné;De 36 à 100 kWc;5;Non renseigné
1639;48.09440385470774, -1.8076073020502512;"{""coordinates"": [[-1.807607302050251, 48.09440385470774]], ""type"": ""MultiPoint""}";v_parking.6070;6070;3645;Rue des Jouannes;35240;le Rheu;Parking usuel;;Public intercommunal;230;8;Moins de 50 places;Non;Non;pas de marquages;Dérogation économique (score < 5);Inférieur à 2°;Non renseigné;;Non renseigné
1640;48.12188486382736, -1.5975553997341403;"{""coordinates"": [[-1.59755539973414, 48.12188486382736]], ""type"": ""MultiPoint""}";v_parking.6072;6072;7170;Rue de Belle Epine;35051;Cesson-Sévigné;Parking usuel;;Public intercommunal;340;19;Moins de 50 places;Non;Non;;Ombrière photovoltaïque;Inférieur à 4°;Inférieur à 36 kWc;5;Non renseigné
1643;48.11999428052195, -1.7167975698620073;"{""coordinates"": [[-1.716797569862007, 48.11999428052195]], ""type"": ""MultiPoint""}";v_parking.6403;6403;9438;Rue d'Armagnac;35238;Rennes;Parking usuel;;Public intercommunal;912;45;Moins de 50 places;Non;Non;_Cadran OUEST;Ombrière photovoltaïque;Inférieur à 4°;Inférieur à 36 kWc;5;A réaliser priorité 1
1644;48.120864932754664, -1.7153842595514646;"{""coordinates"": [[-1.715384259551465, 48.120864932754664]], ""type"": ""MultiPoint""}";v_parking.6408;6408;9488;Square de Guyenne;35238;Rennes;Parking usuel;;Public régional;;0;Non renseigné;Non renseigné;Non renseigné;Parking en cours d'acquisition par RM auprès de l'Etat;Hors cadre;Inférieur à 5°;Inférieur à 36 kWc;5;Non renseigné
1646;48.11739510184579, -1.694364546935091;"{""coordinates"": [[-1.694364546935091, 48.11739510184579]], ""type"": ""MultiPoint""}";v_parking.6738;6738;9277;Rue Henri Le Guilloux;35238;Rennes;Parking usuel;Rue henri Louis Guilloux;Public intercommunal;437;21;Moins de 50 places;Non;Non;Stationnement en bataille contigu à la Voirie Accès au CHU Pontchaillou_Cadran OUEST;Ombrière photovoltaïque;Inférieur à 4°;De 36 à 100 kWc;6;A réaliser priorité 1
1647;48.12771609123644, -1.8244619660024632;"{""coordinates"": [[-1.824461966002463, 48.12771609123644]], ""type"": ""MultiPoint""}";v_parking.1136;1136;3158;Rue du Lavoir;35131;l'Hermitage;Parking usuel;Rue de Montfort - salle polyvalente Le Maout;Public intercommunal;3600;130;De 100 à 250 places;Non;Oui;Absence de marquage horizontal;Ombrière photovoltaïque;Inférieur à 3°;De 300 à 500 kWc;9;A réaliser priorité 2
1648;48.09432639451526, -1.7713979414778227;"{""coordinates"": [[-1.771397941477823, 48.09432639451526]], ""type"": ""MultiPoint""}";v_parking.1212;1212;3831;Rue Nationale;35240;le Rheu;Parking usuel;Lieu-dit les Landes d'Apigné;Public intercommunal;680;26;Moins de 50 places;Non;Non;Absence de marquage horizontal;Ombrière photovoltaïque;Inférieur à 3°;De 36 à 100 kWc;6;Non renseigné
1649;48.03586573068508, -1.7019664501168832;"{""coordinates"": [[-1.701966450116883, 48.03586573068508]], ""type"": ""MultiPoint""}";v_parking.4333;4333;1755;Avenue de Brocéliande;35066;Chartres-de-Bretagne;Parking usuel;Proche de l'école Brocéliande;Public intercommunal;680;24;Moins de 50 places;Non;Non;Absence de marquage horizontal. La Commune demande une dérogation en raison de futurs travaux sur les batis de l'école;Dérogation gisement foncier;Inférieur à 3°;De 36 à 100 kWc;6;Non renseigné
1650;48.011991545433816, -1.5915811070811217;"{""coordinates"": [[-1.591581107081122, 48.011991545433816]], ""type"": ""MultiPoint""}";v_parking.66;66;1064;Rue François Guerrault;35250;Saint-Armel;Parking usuel;Rue François Guerrault;Public intercommunal;329;15;Non renseigné;Non renseigné;Non renseigné;stationnement sur linéaire de voie;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;4;Non renseigné
1651;48.01325588079981, -1.7104922500040902;"{""coordinates"": [[-1.71049225000409, 48.01325588079981]], ""type"": ""MultiPoint""}";v_parking.499;499;2524;Rue de la Mine;35363;Pont-Péan;Parking usuel;Rue de la Mine;Public intercommunal;2860;80;De 50 à 100 places;Non;Non;Coordination à faire avec travaux Btaiment de la mine et ses abords;Ombrière photovoltaïque;Non renseigné;De 36 à 100 kWc;7;A réaliser priorité 2
1652;48.221178602515266, -1.7933268291051594;"{""coordinates"": [[-1.793326829105159, 48.221178602515266]], ""type"": ""MultiPoint""}";v_parking.679;679;4476;Rue de Romillé;35120;Gévezé;Parking usuel;Rue de Romillé - Complexe sportif;Public intercommunal;1900;83;De 50 à 100 places;Non;Oui;a Commune envisage son agrandissement de 850 m2 en 2025/2026 à la place du terrain de tennis;Ombrière photovoltaïque;Non renseigné;De 100 à 300 kWc;7;A réaliser priorité 3
1653;48.24455905051232, -1.8546754316187615;"{""coordinates"": [[-1.854675431618761, 48.24455905051232]], ""type"": ""MultiPoint""}";v_parking.697;697;25985;Rue Germaine Tillon;35144;Langan;Parking usuel;Rue de Romillé - face à la Mairie;Public intercommunal;130;5;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;3;Non renseigné
1654;48.13251355442398, -1.525609012068036;"{""coordinates"": [[-1.525609012068036, 48.13251355442398]], ""type"": ""MultiPoint""}";v_parking.761;761;22442;Voie communale 131  (voie sans tronçon);35001;Acigné;Parking usuel;Rue du Fort de la Motte1;Public intercommunal;1100;26;Moins de 50 places;Non;Oui;;Ombrière photovoltaïque;Non renseigné;De 36 à 100 kWc;6;Non renseigné
1655;48.07267917665407, -1.8462136862056295;"{""coordinates"": [[-1.84621368620563, 48.07267917665407]], ""type"": ""MultiPoint""}";v_parking.845;845;3305;Place de la Mairie;35196;Mordelles;Parking usuel;Place de la Mairie;Public intercommunal;825;33;Moins de 50 places;Non;Non;;Ombrière photovoltaïque;Non renseigné;De 36 à 100 kWc;6;Non renseigné
1656;48.01343323961118, -1.703539637827898;"{""coordinates"": [[-1.703539637827898, 48.01343323961118]], ""type"": ""MultiPoint""}";v_parking.818;818;2638;Rue des Tamaris;35363;Pont-Péan;Parking usuel;Rue des Tamaris 1;Public intercommunal;325;12;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;4;Non renseigné
1657;48.14089035621668, -1.5333854905435824;"{""coordinates"": [[-1.533385490543582, 48.14089035621668]], ""type"": ""MultiPoint""}";v_parking.1090;1090;23933;Rue du Triptik;35001;Acigné;Parking usuel;Rue des Verdaudais;Public intercommunal;6370;200;De 100 à 250 places;Non;Oui;Enjeu biodiversité signalée par la Commune;Ombrière photovoltaïque;Non renseigné;Supérieur à 500 kWc;9;A réaliser priorité 3
1658;48.04329342954078, -1.5454090954018198;"{""coordinates"": [[-1.54540909540182, 48.04329342954078]], ""type"": ""MultiPoint""}";v_parking.4516;4516;584;Rue des Loges;35204;Nouvoitou;Parking usuel;;Public intercommunal;210;7;Moins de 50 places;Non;Non;Absence de marquage horizontal;Dérogation gisement foncier;Non renseigné;Inférieur à 36 kWc;4;Non renseigné
1663;48.28690698168376, -1.9303013715022372;"{""coordinates"": [[-1.930301371502237, 48.28690698168376]], ""type"": ""MultiPoint""}";v_parking.5894;5894;19261;Impasse de Lerquenoux;35180;Miniac-sous-Bécherel;Parking usuel;;Public intercommunal;90;6;Moins de 50 places;Non;Non;bataille sur voie;Dérogation économique (score < 5);Non renseigné;Ensoleillement insuffisant;0;Non renseigné
1664;48.29730565532823, -1.9474516636421364;"{""coordinates"": [[-1.947451663642136, 48.29730565532823]], ""type"": ""MultiPoint""}";v_parking.5901;5901;19230;Résidence de la Croix Robert;35022;Bécherel;Parking usuel;;Public intercommunal;120;5;Moins de 50 places;Non;Non;"bataille sur voie ; pas de marquage";Dérogation contrainte d'urbanisme;Non renseigné;Ensoleillement insuffisant;0;Non renseigné
1665;48.19100870750215, -1.8339189360167147;"{""coordinates"": [[-1.833918936016715, 48.19100870750215]], ""type"": ""MultiPoint""}";v_parking.5982;5982;5227;Allée de la Haute Lande;35216;Parthenay-de-Bretagne;Parking usuel;;Public intercommunal;200;6;Moins de 50 places;Non;Non;bataille sur voie;Dérogation économique (score < 5);Non renseigné;Non renseigné;;Non renseigné
1667;48.02917621732058, -1.7466238567562593;"{""coordinates"": [[-1.746623856756259, 48.02917621732058]], ""type"": ""MultiPoint""}";v_parking.6184;6184;1493;Rue des Prunus;35047;Bruz;Parking usuel;;Public intercommunal;290;8;Moins de 50 places;Non;Non;;Dérogation économique (score < 5);Non renseigné;Inférieur à 36 kWc;4;Non renseigné
1669;48.181022601953664, -1.6599031381922373;"{""coordinates"": [[-1.659903138192237, 48.181022601953664]], ""type"": ""MultiPoint""}";v_parking.6219;6219;6020;Rue de Londres;35024;Betton;Parking usuel;;Public intercommunal;150;;Non renseigné;Non renseigné;Non renseigné;Stationnement sur linéaire de voie;Dérogation économique (score < 5);Inférieur à 3°;Inférieur à 36 kWc;4;Non renseigné
1670;48.07461526540624, -1.8533510936724726;"{""coordinates"": [[-1.853351093672473, 48.07461526540624]], ""type"": ""MultiPoint""}";v_parking.6821;6821;3279;Avenue du Général de Gaulle;35196;Mordelles;Parking usuel;Ludothèque;Public intercommunal;830;27;Non renseigné;Non renseigné;Non renseigné;En Zone Bleue;Non renseigné;Non renseigné;Non renseigné;;Non renseigné
1671;48.01818483099107, -1.6611314388466887;"{""coordinates"": [[-1.661131438846689, 48.01818483099107]], ""type"": ""MultiPoint""}";v_parking.727;727;24316;Inconnu Mode doux non dénommé;35266;Saint-Erblon;Parking usuel;Route départementale 36;Public intercommunal;2330;72;De 50 à 100 places;Non;Oui;Intégrer dans l'étude le projet de complexe sportif envisagé par la commune livraison 2026/2027;Ombrière photovoltaïque;Non renseigné;De 100 à 300 kWc;7;A réaliser priorité 2
1672;48.09187139851058, -1.751953517586588;"{""coordinates"": [[-1.751953517586588, 48.09187139851058]], ""type"": ""MultiPoint""}";v_parking.6825;6825;3764;les Hauts Ruisseaux;35240;le Rheu;Parking usuel;Les Hauts Ruisseaux;Public régional;4210;0;Moins de 50 places;Non;Non;;Non renseigné;Non renseigné;Non renseigné;;Non renseigné
1674;48.12016659141189, -1.7517807334199849;"{""coordinates"": [[-1.751780733419985, 48.12016659141189]], ""type"": ""MultiPoint""}";v_parking.555;555;5676;Allée de la Croix Bouësselée;35353;Vezin-le-Coquet;Parking usuel;Allée de la Croix Bouësselée;Public intercommunal;1050;35;Moins de 50 places;Non;Oui;Poche faisant partie du dossier de concertation des Znr terminée le 18.03.2024;Ombrière photovoltaïque;Inférieur à 3°;De 36 à 100 kWc;6;A réaliser priorité 1
1675;48.08681392842001, -1.6434973203809802;"{""coordinates"": [[-1.64349732038098, 48.08681392842001]], ""type"": ""MultiPoint""}";v_parking.223;223;9709;Rue de Vern;35238;Rennes;Parc relais;La Poterie;Public intercommunal;10955;405;De 100 à 250 places;Oui;Oui;Parcelle  KX 127 Parc Relai La Poterie - Projet TRINI SOLAR;Ombrière photovoltaïque;Inférieur à 3°;Supérieur à 500 kWc;10;En cours
1676;48.11333206258997, -1.6403129624952921;"{""coordinates"": [[-1.640312962495292, 48.11333206258997]], ""type"": ""MultiPoint""}";v_parking.267;267;10097;Rue Django Reinhardt;35238;Rennes;Parc relais;Les Préales;Public intercommunal;8215;279;De 250 à 500 places;Oui;Oui;Parc relais - nombreuses parcelles non couvert - Projet TRINI SOLAR;Ombrière photovoltaïque;Inférieur à 4°;Supérieur à 500 kWc;9;En cours
1680;48.13831517836878, -1.5194604283183677;"{""coordinates"": [[-1.519460428318368, 48.13831517836878]], ""type"": ""MultiPoint""}";v_parking.6842;6842;6932;Rue des Vignerons;35001;Acigné;Parking usuel;JOVAL;Public intercommunal;1330;47;Moins de 50 places;Non;Oui;Réalisation RM en 2023 sur parcelle communale ZC 98 à diviser;Non renseigné;Non renseigné;Non renseigné;;Non renseigné
1681;48.11785435288678, -1.6898724164199335;"{""coordinates"": [[-1.689872416419933, 48.11785435288678]], ""type"": ""MultiPoint""}";v_parking.3758;3758;9977;Rue Léon Ricottier;35238;Rennes;Parking usuel;Boulevard de Verdun;Public intercommunal;145;4;Moins de 50 places;Non;Oui;Emprise sous convention de mise à disposition;Dérogation contrainte d'urbanisme;Inférieur à 5°;Non renseigné;;Non renseigné
1682;48.14922308346641, -1.7770680004954291;"{""coordinates"": [[-1.777068000495429, 48.14922308346641]], ""type"": ""MultiPoint""}";v_parking.6849;6849;4821;Rue de la Chalotais;35210;Pacé;Parking usuel;;Public intercommunal;150;8;Moins de 50 places;Non;Oui;parking public devant gendarmerie;Non renseigné;Non renseigné;Non renseigné;0;Non renseigné
1683;48.152298567981205, -1.7153326958032906;"{""coordinates"": [[-1.715332695803291, 48.152298567981205]], ""type"": ""MultiPoint""}";v_parking.517;517;4726;Rue Jean Jaurès;35189;Montgermont;Parking usuel;Rue Jean Jaurès;Public intercommunal;1380;38;Moins de 50 places;Non;Oui;Accord donné à la Commune d'étudier des ombrières photovoltaique en é ème phase;Ombrière photovoltaïque;Inférieur à 3°;De 36 à 100 kWc;7;Non renseigné
1685;48.11612913093911, -1.6079346220227715;"{""coordinates"": [[-1.607934622022771, 48.11612913093911]], ""type"": ""MultiPoint""}";v_parking.998;998;7505;Place des Résistants et des Déportés;35051;Cesson-Sévigné;Parking usuel;Rue des Ecoles;Public intercommunal;2020;52;De 50 à 100 places;Non;Oui;La Commune est Defavorable => Projet de végétalisation à transmettre;Ombrière photovoltaïque;Inférieur à 4°;De 36 à 100 kWc;6;A réaliser priorité 3
1686;48.11675010108201, -1.7060985736347145;"{""coordinates"": [[-1.706098573634715, 48.11675010108201]], ""type"": ""MultiPoint""}";v_parking.6488;6488;9666;Square de Provence;35238;Rennes;Parking usuel;Square de Provence;Public intercommunal;1532;45;Moins de 50 places;Non;Oui;_Cadran OUEST;Ombrière photovoltaïque;Inférieur à 4°;Inférieur à 36 kWc;5;A réaliser priorité 1
1687;48.11815736895137, -1.6181203236050945;"{""coordinates"": [[-1.618120323605095, 48.11815736895137]], ""type"": ""MultiPoint""}";v_parking.1003;1003;7234;Rue de la Garenne;35051;Cesson-Sévigné;Parking usuel;Touche Ablin (Maison des associations);Public intercommunal;2700;133;De 100 à 250 places;Non;Non;La Commune est défavorable à un projet de végétalisation compte tenu d'un projet immobilier;Dérogation gisement foncier;Inférieur à 3°;Inférieur à 36 kWc;4;Non renseigné
1688;48.11500663628814, -1.6102110508591854;"{""coordinates"": [[-1.610211050859185, 48.11500663628814]], ""type"": ""MultiPoint""}";v_parking.750;750;7318;Place Sévigné;35051;Cesson-Sévigné;Parking sur dalle;Parking Salle Beausoleil;Public intercommunal;2240;47;Moins de 50 places;Non;Oui;Végétalisation faite en 2024;Dérogation enjeu biodiversité;Inférieur à 4°;Supérieur à 500 kWc;;Réalisé
1691;48.146578143509124, -1.768062406505235;"{""coordinates"": [[-1.768062406505235, 48.146578143509124]], ""type"": ""MultiPoint""}";v_parking.5537;5537;4862;Rue Jean-Marie Tullou;35210;Pacé;Parking usuel;;Public intercommunal;517;15;Moins de 50 places;Non renseigné;Non renseigné;bataille + longitud sur voie;Ombrière photovoltaïque;Inférieur à 4°;Inférieur à 36 kWc;5;Non renseigné
1699;48.10830936513966, -1.7141029262759697;"{""coordinates"": [[-1.71410292627597, 48.10830936513966]], ""type"": ""MultiPoint""}";v_parking.641;641;8913;Rue de Lorient;35238;Rennes;Parking usuel;Rue de Lorient (face au Stade);Public intercommunal;1715;50;De 50 à 100 places;Non;Oui;Parcelle AK 393 - améliorer la lisibilité d'un PK Public accolé à un PK Privé_Cadran OUEST;Ombrière photovoltaïque;Inférieur à 3°;Inférieur à 36 kWc;6;A réaliser priorité 1
1700;48.1170557765461, -1.7168583120933587;"{""coordinates"": [[-1.716858312093359, 48.1170557765461]], ""type"": ""MultiPoint""}";v_parking.197;197;10018;Rue Maurice Fabre;35238;Rennes;Parking usuel;;Public intercommunal;1100;40;Moins de 50 places;Non;Non;_Cadran OUEST;Ombrière photovoltaïque;Inférieur à 4°;De 36 à 100 kWc;7;A réaliser priorité 1
1701;48.115991623023234, -1.6465635708128874;"{""coordinates"": [[-1.646563570812887, 48.115991623023234]], ""type"": ""MultiPoint""}";v_parking.3875;3875;26140;Rue Arnaud Beltrame;35238;Rennes;Parking usuel;Bois Perrin;Public intercommunal;1340;46;Moins de 50 places;Non;Non;sera supprimé dans le cadre ZAC Bois Perrin;Ombrière photovoltaïque;Inférieur à 4°;De 36 à 100 kWc;6;Abandonné
1702;48.03461829981958, -1.7116952128075607;"{""coordinates"": [[-1.711695212807561, 48.03461829981958]], ""type"": ""MultiPoint""}";v_parking.4323;4323;1880;Square René Vautier;35066;Chartres-de-Bretagne;Parking usuel;;Public intercommunal;1860;80;De 50 à 100 places;Non;Oui;La Commune demande une dérogation pour raison de contraintes d'urbanisme;Ombrière photovoltaïque;Inférieur à 4°;De 36 à 100 kWc;6;A réaliser priorité 3
1703;48.13553612285517, -1.667460553147708;"{""coordinates"": [[-1.667460553147708, 48.13553612285517]], ""type"": ""MultiPoint""}";v_parking.337;337;9254;Rue du Morbihan;35238;Rennes;Parking usuel;Rue du Morbihan;Public intercommunal;1225;;De 50 à 100 places;Non;Oui;Début 2024_Création d'une placette MDQ La Bellangerais réduisant la surface du stationnement par DVE PRennes_Cadran Centre_Nord-Est;Ombrière photovoltaïque;Inférieur à 4°;Inférieur à 36 kWc;5;A réaliser priorité 2
1706;48.13613846165009, -1.6528406580327262;"{""coordinates"": [[-1.652840658032726, 48.13613846165009]], ""type"": ""MultiPoint""}";v_parking.6889;6889;9562;Allée de Cancale;35238;Rennes;Parking usuel;;Public intercommunal;325;9;Moins de 50 places;Non;Oui;;Non renseigné;Non renseigné;Non renseigné;;Non renseigné
1708;48.152883574508564, -1.6791389299325847;"{""coordinates"": [[-1.679138929932585, 48.152883574508564]], ""type"": ""MultiPoint""}";v_parking.6906;6906;6335;Rue de l'Abbé Robert Filaux;35278;Saint-Grégoire;Parking usuel;;Public intercommunal;54;4;Moins de 50 places;Non;Oui;;Non renseigné;Non renseigné;Non renseigné;;Non renseigné
1709;48.12139582048988, -1.6308403666352354;"{""coordinates"": [[-1.630840366635235, 48.12139582048988]], ""type"": ""MultiPoint""}";v_parking.6915;6915;8524;Allée de la Croix des Hêtres;35238;Rennes;Parking usuel;;Public intercommunal;55;4;Moins de 50 places;Non;Non;;Non renseigné;Non renseigné;Non renseigné;;Non renseigné
1710;47.99535564991682, -1.6662580493471189;"{""coordinates"": [[-1.666258049347119, 47.99535564991682]], ""type"": ""MultiPoint""}";v_parking.6924;6924;2308;Rue de l'Ancienne Gare;35208;Orgères;Parking usuel;;Public intercommunal;85;5;Non renseigné;Non;Non;;Non renseigné;Non renseigné;Non renseigné;;Non renseigné
1715;48.103586888334306, -1.679026739102564;"{""coordinates"": [[-1.679026739102564, 48.103586888334306]], ""type"": ""MultiPoint""}";v_parking.6548;6548;10184;Square Emile Souvestre;35238;Rennes;Parking usuel;Square Emile Souvestre;Public intercommunal;1115;52;De 50 à 100 places;Oui;Oui;;Dérogation économique (score < 5);Inférieur à 6°;Ensoleillement insuffisant;0;Non renseigné
1720;48.12311469890524, -1.7110993821647895;"{""coordinates"": [[-1.71109938216479, 48.12311469890524]], ""type"": ""MultiPoint""}";v_parking.6563;6563;9428;Rue de Picardie;35238;Rennes;Parking usuel;Rue de Picardie;Public intercommunal;622;30;Moins de 50 places;Non;Oui;Contre Allée;Dérogation ICU +4°;Inférieur à 5°;Inférieur à 36 kWc;5;Non renseigné
1731;48.12177056626096, -1.7082277992501245;"{""coordinates"": [[-1.708227799250124, 48.12177056626096]], ""type"": ""MultiPoint""}";v_parking.6635;6635;9431;Villa d'Artois;35238;Rennes;Parking usuel;Villa d'Artois;Public intercommunal;1152;49;Moins de 50 places;Non;Non;Voie en impasse_Stationnement en bataille et longitudinal non matérialisé;Dérogation économique (score < 5);Inférieur à 5°;Ensoleillement insuffisant;0;Non renseigné
1736;48.110146762806224, -1.668739159803619;"{""coordinates"": [[-1.668739159803619, 48.110146762806224]], ""type"": ""MultiPoint""}";v_parking.6680;6680;9716;Passage de la Chapelle Boby;35238;Rennes;Parking usuel;Avenue Aristide Briand;Public intercommunal;1004;48;Moins de 50 places;Oui;Oui;;Dérogation contrainte d'urbanisme;Inférieur à 5°;Ensoleillement insuffisant;0;Non renseigné
1738;48.127566441267554, -1.6394114557859512;"{""coordinates"": [[-1.639411455785951, 48.127566441267554]], ""type"": ""MultiPoint""}";v_parking.6696;6696;8485;Square Louis Boulanger;35238;Rennes;Parking usuel;Square Louis Boulanger;Public intercommunal;898;41;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Inférieur à 3°;Ensoleillement insuffisant;0;Non renseigné
1744;48.09228808314225, -1.6805097787175187;"{""coordinates"": [[-1.680509778717519, 48.09228808314225]], ""type"": ""MultiPoint""}";v_parking.6745;6745;8807;Rue Général Nicolet;35238;Rennes;Parking usuel;Rue Général Nicolet;Public intercommunal;3684;177;Non renseigné;Non;Oui;Contre Allée_Stationnement en bataille et longitudinal;Dérogation économique (score < 5);Inférieur à 4°;Ensoleillement insuffisant;0;Non renseigné
1746;48.130627467785764, -1.7023583362019612;"{""coordinates"": [[-1.702358336201961, 48.130627467785764]], ""type"": ""MultiPoint""}";v_parking.6778;6778;10014;Rue Auguste Scheurer-Kestner;35238;Rennes;Parking usuel;Rue Auguste Scheurer Kestner;Public intercommunal;282;10;Moins de 50 places;Non;Oui;ZAC Beauregard_Voie en impasse;Dérogation enjeu biodiversité;Inférieur à 4°;Inférieur à 36 kWc;5;Non renseigné
1752;48.11778534831159, -1.6894401295562176;"{""coordinates"": [[-1.689440129556218, 48.11778534831159]], ""type"": ""MultiPoint""}";v_parking.6810;6810;9715;Rue Cardinal Paul Gouyon;35238;Rennes;Parking usuel;Rue Cardinal Paul Gouyon;Public intercommunal;1329;20;Moins de 50 places;Oui;Oui;;Dérogation contrainte d'urbanisme;Inférieur à 5°;Non renseigné;;Non renseigné
1753;48.09135262963841, -1.6697029180706793;"{""coordinates"": [[-1.669702918070679, 48.09135262963841]], ""type"": ""MultiPoint""}";v_parking.6827;6827;8782;Boulevard Oscar Leroux;35238;Rennes;Parking usuel;;Public intercommunal;;0;Moins de 50 places;Non;Non;Site DVPF et DA;Non renseigné;Non renseigné;Non renseigné;;Non renseigné
1754;48.21601495189404, -1.891377200942428;"{""coordinates"": [[-1.891377200942428, 48.21601495189404]], ""type"": ""MultiPoint""}";v_parking.6863;6863;19499;Place de l'Eglise Saint-Martin;35245;Romillé;Parking usuel;;Public intercommunal;115;5;Moins de 50 places;Non;Non;;Non renseigné;Non renseigné;Non renseigné;;Non renseigné
1755;48.085627483317204, -1.6034474980822435;"{""coordinates"": [[-1.603447498082244, 48.085627483317204]], ""type"": ""MultiPoint""}";v_parking.3681;3681;287;Mail Félix Leclerc;35055;Chantepie;Parking usuel;face n° 19 avenue François Mitterrand;Public intercommunal;210;11;Moins de 50 places;Non;Non;;Ombrière photovoltaïque;Inférieur à 4°;De 36 à 100 kWc;6;Non renseigné
1757;48.08230314315831, -1.7125147985070126;"{""coordinates"": [[-1.712514798507013, 48.08230314315831]], ""type"": ""MultiPoint""}";v_parking.30;30;24321;Inconnu Mode doux non dénommé;35281;Saint-Jacques-de-la-Lande;Parking usuel;Boulevard Jean Marin;Public intercommunal;1395;45;Moins de 50 places;Non;Oui;;Dérogation enjeu biodiversité;Inférieur à 4°;De 36 à 100 kWc;5;Non renseigné
1759;48.12546647451165, -1.6926341395531366;"{""coordinates"": [[-1.692634139553137, 48.12546647451165]], ""type"": ""MultiPoint""}";v_parking.4;4;9294;Rue Professeur Jean Pecker;35238;Rennes;Parking usuel;Parking des Cévennes;Public intercommunal;4080;146;De 100 à 250 places;Non;Non;;Dérogation économique (score < 5);Inférieur à 4°;Ensoleillement insuffisant;0;Non renseigné
1761;48.049502224789016, -1.6018832593027326;"{""coordinates"": [[-1.601883259302733, 48.049502224789016]], ""type"": ""MultiPoint""}";v_parking.64;64;811;Rue du Bois;35352;Vern-sur-Seiche;Parking usuel;Rue du Bois;Public intercommunal;560;22;Moins de 50 places;Non;Oui;Absence de marquage horizontal;Dérogation économique (score < 5);Inférieur à 3°;Inférieur à 36 kWc;4;Non renseigné
1763;48.076047264440454, -1.7180218469611275;"{""coordinates"": [[-1.718021846961127, 48.076047264440454]], ""type"": ""MultiPoint""}";v_parking.82;82;8373;Allée des Pins;35281;Saint-Jacques-de-la-Lande;Parking usuel;Allée des pins;Public intercommunal;617;23;Moins de 50 places;Non;Non;;Dérogation enjeu biodiversité;Inférieur à 4°;De 100 à 300 kWc;7;Non renseigné
1768;48.12482282716534, -1.6607400172414457;"{""coordinates"": [[-1.660740017241446, 48.12482282716534]], ""type"": ""MultiPoint""}";v_parking.107;107;8759;Place Georges Bernanos;35238;Rennes;Parking usuel;Place Georges Bernanos;Public intercommunal;920;20;Moins de 50 places;Non;Non;Domaine public;Dérogation économique (score < 5);Inférieur à 5°;Ensoleillement insuffisant;0;Non renseigné
1770;48.096444487859394, -1.6441796190759703;"{""coordinates"": [[-1.64417961907597, 48.096444487859394]], ""type"": ""MultiPoint""}";v_parking.125;125;8973;Rue Pierre Roy;35238;Rennes;Parking usuel;Rue Pierre Roy;Public intercommunal;255;12;Moins de 50 places;Non;Non;Parcelle CP 875;Dérogation économique (score < 5);Inférieur à 3°;Ensoleillement insuffisant;0;Non renseigné
1775;48.10357704416444, -1.6347844799370312;"{""coordinates"": [[-1.634784479937031, 48.10357704416444]], ""type"": ""MultiPoint""}";v_parking.164;164;9619;Rue des Veyettes;35238;Rennes;Parking usuel;Rue des Veyettes;Public intercommunal;570;18;Moins de 50 places;Non;Oui;Parcelles CN 260 et 291;Dérogation ICU +4°;Inférieur à 5°;De 36 à 100 kWc;6;Non renseigné
1776;48.13252822043234, -1.6563845345264598;"{""coordinates"": [[-1.65638453452646, 48.13252822043234]], ""type"": ""MultiPoint""}";v_parking.176;176;9691;Rue des Longs Prés;35238;Rennes;Parking usuel;Centre Socio-culturel des Longs-Près;Public intercommunal;985;30;Moins de 50 places;Non;Oui;;Dérogation économique (score < 5);Inférieur à 4°;Ensoleillement insuffisant;0;Non renseigné
